city,cluster_type,role,section_header,policy_statement,parent_statement,parent_row_type,verbatim_text,extraction_rationale,canonical_mechanism,mechanism_description,secondary_categories,is_financial_instrument,primary_category,climate_relevance
Helsinki_Finland,individual,individual,Calculation of the required emissions reductions,Helsinki City Strategy sets an intermediate goal to reduce greenhouse gas emissions by 60% from 1990 to 2030.,,,"In addition to the objective of becoming carbon-neutral, the City  Strategy  2017-2021 also includes an intermediate goal: the greenhouse  gas  emissions  will  be  reduced by  60  per  cent  during  1990-2030.",Quantified emissions reduction target with timeframe (1990–2030).,economy_wide_ghg_target → emissions_reduction_pathway,"The city strategy includes an intermediate goal to reduce greenhouse gas emissions, guiding an overall pathway toward lower emissions across sectors.",,no,Mitigation,direct
Helsinki_Finland,individual,individual,Emission reductions of traffic,Helsinki sets a traffic-sector goal to reduce greenhouse gas emissions from traffic by 69% from 2005 levels by 2035.,,,"To  reach  the  goal  of  becoming carbon-neutral, the traffic emissions were set a separate goal: the objective is  to  reduce  greenhouse  gas  emissions  by 69 per cent from the level of 2005 by 2035",Quantified sectoral target with baseline year and deadline.,transport_sector_ghg_target → transport_emissions_reduction_pathway,"The city sets a goal to reduce greenhouse gas emissions from traffic, creating a pathway for measures that lower transport-sector emissions over time.",,no,Mitigation,direct
Helsinki_Finland,individual,individual,Key actions related to Smart & Clean growth,"Require Helsinki Group subsidiary communities and joint municipal authorities to integrate emissions reduction policies into their control systems, with a minimum objective of carbon-neutrality by 2035.",,,"129. The organisations, subsidiary communities and joint municipal authorities of the Helsinki Group will be required to integrate the emissions reduction policies into their respective control systems. The minimum objective is to reach carbon-neutrality by 2035.","Binding requirement directed at Helsinki Group entities, including a minimum quantified objective (carbon-neutrality by 2035).",economy_wide_ghg_target → emissions_reduction_pathway,It requires Helsinki Group organisations and related authorities to integrate emissions reduction policies into their control systems to drive a pathway toward carbon-neutrality.,,no,Mitigation,direct
Hiroshima_Japan,parent_with_subs,parent,Chapter 6: Adapting to the effects of climate change (Adaptation) > 2. Direction and structure of measures,"Hiroshima City will implement an Adaptation Plan with two pillars: improving acknowledgement/understanding of climate change and improving regional comprehensive ability to deal with climate risks, and will comprehensively develop three measures under these pillars.",,structural header,"Adaptation measures will have 2 pillars as the directions of measures; under those pillars, there are 3 measures that will be comprehensively developed in line with the plan.

<<First Pillar>> Improvement of acknowledgement and understanding of climate change and its effect

<<Second Pillar>> Improvement of regions' comprehensive ability to deal with climate change risks",Defines the structured adaptation policy framework that subsequent concrete measures fall under.,adaptation_planning_framework → institutional_adaptive_capacity,The city will implement an adaptation plan that builds understanding of climate change and strengthens regional capacity to deal with climate risks.,,no,Adaptation,direct
Hiroshima_Japan,parent_with_subs,sub,Chapter 6: Adapting to the effects of climate change (Adaptation) > 3. Concrete measures > 1) Creating an environment to promote understanding of climate change and its effect,"Hiroshima City will promote creation of an environment for more accurate understanding of climate change and its effects through publicity/education via city media, school sub-readings, and delivery lectures.","Hiroshima City will implement an Adaptation Plan with two pillars: improving acknowledgement/understanding of climate change and improving regional comprehensive ability to deal with climate risks, and will comprehensively develop three measures under these pillars.",structural header,"## 1) Creating an environment to promote understanding of climate change and its effect

Promote the creation of an environment for more accurate understanding of climate change and its effect.

- -New Publicity and education using the city's PR magazine... and the city website,
- -New Preparation of sub-readings available for school education,
- -New Delivery lecture by the city and Hiroshima City Global Warming Countermeasure Regional Council, etc.",Concrete adaptation measure with specific delivery channels and tools; linked as a sub-measure under the adaptation framework.,climate_change_education_outreach → public_awareness_and_behavior_change_enabling,"The city promotes publicity and education through city media, school materials, and lectures to improve understanding of climate change and its effects, supporting informed choices and climate action.",,no,Adaptation,direct
Hiroshima_Japan,parent_with_subs,sub,Chapter 6: Adapting to the effects of climate change (Adaptation) > 3. Concrete measures > 2) Building resilience against climate change,"Hiroshima City will advance adaptation measures focusing particularly on natural disaster/coast area, health, and people's life/city life, incorporating an additional 'adaptation' viewpoint into existing disaster prevention and healthcare measures, and steadily promoting selected effective measures from its FY2015 comprehensive strategy.","Hiroshima City will implement an Adaptation Plan with two pillars: improving acknowledgement/understanding of climate change and improving regional comprehensive ability to deal with climate risks, and will comprehensively develop three measures under these pillars.",structural header,"The city will advance measures in 7 areas...; particularly, the city will focus on the items of 'natural disaster/coast area', 'health' and 'people's life/city life' whose damage by climate change has become obvious in the city.

There are many measures that have already been implemented...; however, they will be advanced with the additional 'adaptation' viewpoint.

...the city will conduct the steady promotion.",Explicit prioritization and commitment to advance measures with an adaptation lens.,adaptation_planning_framework → institutional_adaptive_capacity,The city will advance disaster prevention and healthcare measures by incorporating an adaptation viewpoint and steadily promoting effective actions to improve capacity to address climate-related risks.,,no,Adaptation,direct
Hiroshima_Japan,parent_with_subs,sub,Chapter 6: Adapting to the effects of climate change (Adaptation) > 3. Concrete measures > 2) Building resilience against climate change,"As adaptation measures for increased short-time heavy rain, Hiroshima City will implement city renovation for disaster prevention, construct a disaster information sharing system, and enhance disaster information delivery systems.","Hiroshima City will implement an Adaptation Plan with two pillars: improving acknowledgement/understanding of climate change and improving regional comprehensive ability to deal with climate risks, and will comprehensively develop three measures under these pillars.",structural header,"【 Measures against increase of heavy rain in short time 】

- -City renovation for disaster prevention, construction of disaster information sharing system, enhancement of disaster information delivery system",Specific adaptation interventions for extreme rainfall and disasters.,disaster_prevention_urban_renovation_and_information_systems → flood_risk_reduction,The city will renovate urban areas for disaster prevention and build/upgrade disaster information sharing and delivery systems to reduce risks and impacts from short-duration heavy rain.,,no,Adaptation,direct
Hiroshima_Japan,parent_with_subs,sub,Chapter 6: Adapting to the effects of climate change (Adaptation) > 3. Concrete measures > 2) Building resilience against climate change,"As adaptation measures for health impacts from temperature rise, Hiroshima City will publicize heat disorder risks and provide information for heat disorder prevention.","Hiroshima City will implement an Adaptation Plan with two pillars: improving acknowledgement/understanding of climate change and improving regional comprehensive ability to deal with climate risks, and will comprehensively develop three measures under these pillars.",structural header,"【 Measures against the effect of climate change on health due to the temperature rises, etc. 】

- -Publicity on heat disorder, information provision of heat disorder prevention",Concrete public-health adaptation actions.,heat_risk_public_information → heat_exposure_reduction,The city will publicize heat disorder risks and provide prevention information to help residents reduce heat exposure and related health impacts during high temperatures.,,no,Adaptation,direct
Hiroshima_Japan,parent_with_subs,sub,Chapter 6: Adapting to the effects of climate change (Adaptation) > 3. Concrete measures > 2) Building resilience against climate change,"As heat/heat-island adaptation measures, Hiroshima City will create a water and green network through conservation/creation of public open spaces and promote roof and wall greening of buildings (including via the green promotion system).","Hiroshima City will implement an Adaptation Plan with two pillars: improving acknowledgement/understanding of climate change and improving regional comprehensive ability to deal with climate risks, and will comprehensively develop three measures under these pillars.",structural header,"【 Countermeasures against heat (heat island phenomenon, etc.) 】

- -Creation of water and green network by the conservation and creation of public open space such as rivers and roads through which the wind passes; promotion of greenery increase on roof and walls of buildings (including those by the green promotion system).",Specific urban cooling/heat-island interventions with clear actions.,urban_greening_and_blue_green_network → heat_mitigation,The city will create a connected water-and-green network and promote roof and wall greening to reduce urban heat and heat-island impacts.,,no,Adaptation,direct
Hiroshima_Japan,parent_with_subs,sub,Chapter 6: Adapting to the effects of climate change (Adaptation) > 3. Concrete measures > 3) Building of a system to learn and evaluate the effects of climate change,Hiroshima City will cooperate with the state and universities to consider a system to learn and evaluate climate change effects to time and advance adaptation measures appropriately.,"Hiroshima City will implement an Adaptation Plan with two pillars: improving acknowledgement/understanding of climate change and improving regional comprehensive ability to deal with climate risks, and will comprehensively develop three measures under these pillars.",structural header,"## 3) Building of a system to learn and evaluate the effects of climate change

In order to prepare for the estimated effects and advance 'adaptation measures' appropriately at a suitable time, the city will cooperate with the state and universities and consider a system to learn and evaluate.",Explicit commitment to establish an evaluation/learning system with identified partners.,environmental_monitoring_system → adaptation_planning_support,"The city will cooperate with the state and universities to consider a system that learns and evaluates climate change effects, helping it time and advance adaptation measures appropriately.",,no,Adaptation,direct
Hiroshima_Japan,individual,individual,Chapter 5: Promotion of counteractions against global warming (Mitigation) > 2. Reduction target for greenhouse gas emissions,"Hiroshima City will set greenhouse gas emissions reduction targets of 80% by FY2050, 30% by FY2030, and 5% by FY2020 compared to FY2013 (with FY2020 also equivalent to 7% compared to FY2005).",,,"To establish the reduction target of greenhouse gas emissions, the city will set the long-term target based on the national government's target, keeping in mind the city Hiroshima aims to become.

| Timeframe            | Target Year   | Reduction Target (Total Target Amount)            |
| Long-term Target     | FY2050        | Compared to FY2013 ▲ 80%                          |
| Mid-term Target *1   | FY2030        | Compared to FY2013 ▲ 30%                          |
| Short-term Target *2 | FY2020        | Compared to FY2013 ▲ 5% (Compared to FY2005 ▲ 7%) |","Clear, quantified citywide mitigation targets with target years and base year.",economy_wide_ghg_target → emissions_reduction_pathway,The city will set long-term and interim greenhouse gas emissions reduction targets to guide an overall pathway for cutting emissions over time.,,no,Mitigation,direct
Hiroshima_Japan,individual,individual,Chapter 5: Promotion of counteractions against global warming (Mitigation) > *2 Setting of short-term energy reduction target,Hiroshima City will set a short-term (FY2020) energy-use reduction target of 5% for total energy use not affected by the CO2 emission factor of electric utilities.,,,"*2 Setting of short-term energy reduction target

Total amount of energy use that is not affected by the carbon dioxide emission factor of electric utility

- -Total amount of energy use: ▲ 5%","Explicit, quantified short-term energy reduction target.",energy_use_reduction_target → energy_use_reduction,"Hiroshima City will set a short-term target to reduce total energy use, leading to lower overall energy consumption.",,no,Mitigation,direct
Hiroshima_Japan,individual,individual,Chapter 5: Promotion of counteractions against global warming (Mitigation) > ◆ Household > ◇ Key Performance Indicator (KPI),"For households, Hiroshima City sets KPIs including: newly-built ZEH share 50% by FY2020 and almost 100% by FY2030; low-carbon house share 50% by FY2020; household fuel cells total 15,000 by FY2020 and 56,000 by FY2030; and LED adoption (>80% of household lighting) 50% by FY2020 and almost 100% by FY2030.",,,"## ◇ Key Performance Indicator (KPI)

| ... | ZEH | 4.3% (FY2015) | 50% | Almost100% |
| ... | Low-carbon house | 1.3% (FY2015) | 50% | - |
| Number of introduced household fuel cells (Total) | ... | 822 (FY2015) | 15,000 | 56,000 |
| Rate of citizens who have introduced LED lighting for more than 80%ofhousehold lighting | ... | 12.5% (FY2016) | 50% | Almost100% |",Quantified KPI targets with years provide concrete commitments for household sector implementation.,commercial_building_retrofit → energy_use_reduction,"The city sets KPI targets to increase uptake of ZEH/low-carbon homes, household fuel cells, and LED lighting, which reduces household energy use and associated emissions.",,no,Mitigation,direct
Hiroshima_Japan,individual,individual,Chapter 5: Promotion of counteractions against global warming (Mitigation) > ◆ Business activities > ◇ Key Performance Indicator (KPI),"For business activities, Hiroshima City sets KPIs including Eco Action 21/ISO14001 introductions (500 by FY2020; 1,000 by FY2030), LED lighting use in offices (88.1% by FY2020; almost 100% by FY2030), and BEMS introduction rate (13% by FY2020; 47% by FY2030).",,,"## ◇ Key Performance Indicator (KPI)

| No. of introductions of Eco Action 21 and ISO14001 (total) | 370 (FY2015) | 500 | 1,000 |
| Rate of offices that use LED lights for lighting | 52.5% (FY2016) | 88.1% | Almost100% |
| Rate of offices that introduce Business Energy Management System (BEMS) | 2.8% (FY2016) | 13% | 47% |","Quantified KPI targets define concrete expected uptake of standards, LEDs, and energy management.",commercial_building_retrofit → energy_use_reduction,"The city sets KPIs to increase office LED lighting and BEMS adoption, which lowers commercial building energy use and associated emissions.",,no,Mitigation,direct
Hiroshima_Japan,individual,individual,Chapter 5: Promotion of counteractions against global warming (Mitigation) > ◆ Waste > ◇ Key Performance Indicator (KPI),"For waste, Hiroshima City sets KPIs including reducing waste per person per day to 826 g/person/day by FY2020 and reducing incineration amount to 295,000 ton/year by FY2020.",,,"## ◇ Key Performance Indicator (KPI)

| Waste amount per day per person | 859 g/person/day (FY2013) | 826 g/ person/day | - |
| Incineration amount of waste | 304,000 ton/year (FY2013) | 295,000 ton/year | - |",Quantified waste prevention KPIs with baseline and target year.,waste_reduction_target → waste_treatment_emissions_reduction,"It sets KPIs to reduce per-person waste generation and the amount of waste incinerated, lowering emissions associated with waste treatment.",,no,Mitigation,direct
Hiroshima_Japan,individual,individual,Chapter 5: Promotion of counteractions against global warming (Mitigation) > ◆ Source of forest absorption /planting trees > ◇ Key Performance Indicator (KPI),"Hiroshima City sets KPIs to increase introduced biomass boilers in city facilities to 3 by FY2020 and 9 by FY2030, and to increase area of park and green spaces to 1,000 ha by FY2020.",,,"## ◇ Key Performance Indicator (KPI)

| No. of introduced biomass boilers in the city facilities (cumulative total) | 1 (FY2016) | 3 | 9 |
| Area of park and green spaces | 975.71ha (FY2015) | 1,000ha | - |",Quantified KPIs for biomass boiler deployment and greenspace expansion.,biomass_boiler_deployment → fossil_heating_displacement,The city tracks increasing installation of biomass boilers in its facilities to shift heat supply away from fossil fuels and reduce associated emissions.,,no,Mitigation,direct
Hiroshima_Japan,individual,individual,Chapter 5: Promotion of counteractions against global warming (Mitigation) > ◆ Cross-sectional measures > ◇ Key Performance Indicator (KPI),Hiroshima City sets KPIs for cross-sectional measures: dispersed power introductions in city facilities (1 by FY2020; 8 by FY2030) and smart communities introduced (3 by FY2020; 10 by FY2030).,,,"## ◇ Key Performance Indicator (KPI)

| Introduction no. of dispersed power in the city facilities (cumulative total) | 0 (FY2016) | 1 | 8 |
| Introduction no. of smart communities (cumulative total) | 1 (FY2016) | 3 | 10 |",Quantified implementation KPIs for smart energy/community systems.,distributed_energy_and_smart_community_deployment → fossil_generation_displacement,"The city sets KPIs to introduce dispersed power in city facilities and to introduce smart communities, supporting distributed and smarter energy systems that displace fossil-based electricity generation.",,no,Mitigation,direct
Hiroshima_Japan,individual,individual,Chapter 7: Government operations > 3. Reduction target,"For government operations, Hiroshima City sets targets to reduce greenhouse gas emissions by FY2020 by 5% in the city area and 5.1% for the city office (vs FY2013), and by FY2030 by 30% for both city area and city office (vs FY2013).",,,"## 3. Reduction target

| ... | Base Year | Target Year | City area | City office |
| Short-term target | FY2013 | FY2020 | ▲ 5% | ▲ 5.1% |
| Mid-term target | FY2013 | FY2030 | ▲ 30% | ▲ 30% |",Quantified emissions reduction targets for municipal operations with specified years.,economy_wide_ghg_target → emissions_reduction_pathway,The city sets greenhouse gas reduction targets for the city area and city office to guide actions that reduce emissions over time.,,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,parent,Net-zero Electricity Generation,Parent strategy: Net-zero electricity generation (long-term target of net-zero carbon emissions in electricity generation before 2050) by increasing use of zero-carbon energy and pursuing suitable supply options.,,standalone parent policy,"## Net-zero Electricity Generation

## Long-term target : Net-zero carbon emissions in electricity generation before 2050

At  present,  fossil  fuels,  including  natural  gas and coal, account for over 70% of Hong Kong's fuel mix for electricity generation.  Under the overall strategy of achieving carbon neutrality, we  must  progressively  increase  the  use  of zero-carbon  energy  for  electricity  generation before 2050.",Named strategy section with long-term target and multiple specific sub-actions/targets presented underneath in subsequent paragraphs.,renewable_energy_procurement → grid_decarbonization,Progressively increasing the use of zero-carbon energy for electricity generation reduces fossil-fuel generation and drives grid decarbonization.,,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Medium-term targets: Phasing out coal for electricity generation · Developing RE,"By 2035, Hong Kong will cease using coal for daily electricity generation and keep coal only for backup; coal will be replaced by natural gas and zero-carbon energy (including renewables and nuclear).",Parent strategy: Net-zero electricity generation (long-term target of net-zero carbon emissions in electricity generation before 2050) by increasing use of zero-carbon energy and pursuing suitable supply options.,standalone parent policy,"By  2035,  we  will cease using coal for daily electricity generation and  will  only  keep  it  for  providing  backup support. Coal will be replaced by natural gas with lower carbon emissions and zero-carbon energy (e.g. RE and nuclear energy) by then.",Time-bound fuel switching commitment under the net-zero electricity strategy; clearly a specific sub-measure.,coal_phaseout_and_clean_energy_substitution → grid_decarbonization,"The plan is to stop using coal for daily electricity generation and replace it with natural gas and zero-carbon energy such as renewables and nuclear, lowering emissions from power generation.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Net-zero Electricity Generation / Medium-term targets,"Hong Kong will increase the share of renewable energy in the electricity generation fuel mix from less than 1% to 7.5–10% by 2035, and to 15% before 2050.",Parent strategy: Net-zero electricity generation (long-term target of net-zero carbon emissions in electricity generation before 2050) by increasing use of zero-carbon energy and pursuing suitable supply options.,standalone parent policy,"we are committed to increasing the share  of  RE  in  the  fuel  mix  for  electricity generation from less than 1% at present to 7.5% to 10% by 2035.

Our goal is to increase the share of RE in the fuel mix for electricity  generation  from  the  existing  less than 1% to 15% before 2050.",Quantified RE share targets with clear deadlines; presented as part of the net-zero electricity pathway.,renewable_energy_procurement → grid_decarbonization,"The government is committed to increasing the share of renewable energy in the electricity generation fuel mix, which displaces fossil-based generation and lowers power-sector emissions.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Net-zero Electricity Generation,"The Government will incorporate renewable energy technologies in all capital works projects, update the Green Government Buildings circular, and increase required roof space for installing RE systems in new government buildings from 10% to 25%, while continuing RE installation in existing government buildings where possible.",Parent strategy: Net-zero electricity generation (long-term target of net-zero carbon emissions in electricity generation before 2050) by increasing use of zero-carbon energy and pursuing suitable supply options.,standalone parent policy,"The Government will continue to take the lead in developing RE and strive to incorporate RE technologies  in  all  capital  works  projects. We  will  update  the  Government  circular  on Green  Government  Buildings  and  raise  the requirements of applying RE technologies in new government buildings. For instance, the proportion of available roof space for installing RE systems will be increased from the current 10% to 25%. We will also continue to install RE systems in existing government buildings (including outdoor parking lots) as far as possible.",Specific government-led implementation measures with a quantified design requirement (10% to 25%).,solar_pv_deployment → fossil_generation_displacement,The government will incorporate and expand renewable energy installations on new and existing government buildings and capital works so that on-site clean generation displaces fossil electricity generation and reduces emissions.,,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Net-zero Electricity Generation,"WSD plans to install larger floating solar systems (5–10 MW each) at multiple reservoirs and is studying a >100 MW floating solar system at Plover Cove Reservoir, targeted to generate over 100 million kWh/year.",Parent strategy: Net-zero electricity generation (long-term target of net-zero carbon emissions in electricity generation before 2050) by increasing use of zero-carbon energy and pursuing suitable supply options.,standalone parent policy,"the  Water  Supplies  Department  (WSD)  plans  to  install  larger  floating solar energy generation systems with a generating capacity of 5-10 megawatts (MW) each at  various  reservoirs,  including  Plover  Cove Reservoir,  Shek  Pik  Reservoir  and  Tai  Lam Chung Reservoir.

WSD  has embarked on a study on installing a floating solar energy generation system with a generating capacity of over 100 MW at Plover Cove Reservoir. The project is estimated to generate more than 100 million kWh of electricity a year",Concrete deployment plan with capacities and expected annual generation.,solar_pv_deployment → fossil_generation_displacement,The Water Supplies Department plans to install and study floating solar power systems on reservoirs to generate renewable electricity that displaces fossil-fuel generation.,,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Net-zero Electricity Generation,The Government and power companies will enhance regional cooperation to identify and invest in zero-carbon energy sources/projects in neighbouring regions through joint investment and development.,Parent strategy: Net-zero electricity generation (long-term target of net-zero carbon emissions in electricity generation before 2050) by increasing use of zero-carbon energy and pursuing suitable supply options.,standalone parent policy,"The  Government,  together  with  the  power companies, will also explore ways to enhance regional  cooperation  on  zero-carbon  energy and identify sources of zero-carbon energy in neighbouring regions, including seeking joint investment and development opportunities for participating in and operating zero-carbon energy projects near Hong Kong.",Specific intervention (regional cooperation and joint investment) to increase zero-carbon energy supply.,regional_zero_carbon_energy_cooperation_investment → grid_decarbonization,"The government and power companies will explore regional cooperation to identify and pursue joint investment and development of zero-carbon energy projects, increasing zero-carbon supply and displacing fossil electricity generation.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,parent,Energy Saving and Green Buildings,"Parent strategy: Energy saving and green buildings, with targets to cut building electricity consumption and strengthen regulations and tools to improve energy performance.",,standalone parent policy,"## Energy Saving and Green Buildings

Through regulation as well as promotion and public education in energy saving, we can reduce the overall electricity consumption of  buildings,  and  hence  lower  the  cost  of adopting  new  zero-carbon  energy.",Named strategy section that introduces a package of measures and multiple explicit targets/actions in subsequent paragraphs.,building_energy_code → energy_use_reduction,"Through regulation, promotion, and public education on energy saving, the policy aims to reduce buildings’ electricity consumption, lowering energy use and associated emissions.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,"Medium-term targets: Reduce the electricity consumption of commercial buildings by 15% to 20%, and that of residential buildings by 10% to 15% by 2035",Hong Kong will reduce electricity consumption of new and existing commercial buildings by 15–20% and residential buildings by 10–15% by 2035 (baseline: 2015 operational conditions).,"Parent strategy: Energy saving and green buildings, with targets to cut building electricity consumption and strengthen regulations and tools to improve energy performance.",standalone parent policy,"we  have  also  set  a  medium-term target of reducing the electricity consumption of new and existing commercial buildings by 15% to 20%, and that of residential buildings by 10% to 15% by 2035, using the operational conditions  of  2015  as  the  comparison  basis.",Quantified medium-term building energy reduction targets with baseline year.,building_energy_efficiency_program → energy_use_reduction,"The government has set a medium-term target to cut electricity consumption in commercial and residential buildings, reducing overall building energy use.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Energy Saving and Green Buildings,The Government plans to tighten statutory OTTV standards by 2025 and complete RTTV reviews by 2023 and 2030; new government buildings will have OTTV at least 10% above statutory standards.,"Parent strategy: Energy saving and green buildings, with targets to cut building electricity consumption and strengthen regulations and tools to improve energy performance.",standalone parent policy,"The  Government  is  conducting  a review on the OTTV, and plans to complete the  review  for  tightening  up  the  statutory standards  by  2025. The  Government  also plans to complete two reviews on the Residential  Thermal  Transfer  Value  (RTTV) by 2023 and 2030. To lead by example, the OTTV of new government buildings will be at least 10% above the statutory standards.",Regulatory tightening with explicit deadlines and a quantified government-building requirement.,building_energy_code → energy_use_reduction,"The Government plans to tighten OTTV/RTTV thermal performance standards and have new government buildings exceed those standards, which reduces heat transfer through building envelopes and lowers building energy use.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Energy Saving and Green Buildings,The Government will study adding district cooling systems (DCS) in more new development areas (including Hung Shui Kiu/Ha Tsuen and artificial islands in Central Waters).,"Parent strategy: Energy saving and green buildings, with targets to cut building electricity consumption and strengthen regulations and tools to improve energy performance.",standalone parent policy,"We will work on the infrastructure by integrating energy efficient facilities in development projects.  We  will  study  the  feasibility  of incorporating DCS in more new development areas, such as Hung Shui Kiu/Ha Tsuen New Development Area and the artificial islands in the  Central  Waters",Concrete planned action (feasibility study) to expand a named energy-efficiency infrastructure solution.,district_cooling_system_deployment → building_cooling_energy_reduction,The government will study incorporating district cooling systems into new development projects to lower the electricity needed for building cooling.,,no,Resource Efficiency,indirect
Hong_Kong_China,parent_with_subs,sub,Energy Saving and Green Buildings,"The Government will consider more frequent energy audits and mandating implementation of identified energy management opportunities, strengthen promotion of retro-commissioning, and consider requiring large commercial buildings to regularly commission key systems.","Parent strategy: Energy saving and green buildings, with targets to cut building electricity consumption and strengthen regulations and tools to improve energy performance.",standalone parent policy,"we will consider conducting energy audits more frequently and mandating the implementation of identified energy management opportunities. At the same time, we will strengthen the promotion of RCx

We will consider requiring large commercial buildings to carry out regular commissioning of air-conditioning systems and major building services installations","Regulatory/mandatory mechanisms under consideration are specific policy interventions (audits, mandated actions, commissioning requirements).",building_retuning → energy_use_reduction,"The Government will consider more frequent energy audits and mandating implementation of identified energy management opportunities, strengthen promotion of retro-commissioning, and consider requiring large commercial buildings to regularly commission key systems to reduce building energy use.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Energy Saving and Green Buildings,"The Government will keep the Mandatory Energy Efficiency Labelling Scheme (MEELS) under review, consider setting minimum energy efficiency requirements for specified appliances before supply in Hong Kong, and consider expanding MEELS to non-domestic/commercial appliances.","Parent strategy: Energy saving and green buildings, with targets to cut building electricity consumption and strengthen regulations and tools to improve energy performance.",standalone parent policy,"We will keep the scheme under review.  Apart from upgrading  the  grading  standards,  we  will  also consider  setting  a  minimum  energy  efficiency requirement  so  that  certain  appliances  must meet the minimum energy efficiency standards before they can be supplied in Hong Kong

we  will consider expanding the scope of the scheme to cover non-domestic or commercial appliances.",Explicit policy intent to introduce minimum standards and expand scope of an existing mandatory labeling scheme.,appliance_energy_efficiency_standards_and_labeling → electricity_use_reduction,"The government will keep the appliance efficiency labelling scheme under review and consider expanding it and setting minimum efficiency standards so appliances use less electricity, reducing emissions from electricity generation.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,parent,Green Transport,"Parent strategy: Green transport, aiming for zero carbon emissions from vehicles and the transport sector before 2050 through electrification, new energy transport, and traffic management measures.",,standalone parent policy,"## Green Transport

## Long-term target: Zero carbon emissions from vehicles and transport sector before 2050

We expect to achieve the long-term target of zero carbon emissions from  vehicles and the transport  sector  before  2050  through  the electrification of vehicles and ferries, development of new energy transport and implementation of measures to improve traffic management.",Named strategy with long-term sectoral target and multiple distinct measures described underneath.,transport_electrification_and_traffic_management → transport_emissions_reduction,"The strategy expects to reach zero-carbon transport by electrifying vehicles and ferries, developing new-energy transport, and implementing traffic management measures that reduce transport-sector emissions.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Green Transport,Hong Kong targets ceasing new registration of fuel-propelled and hybrid private cars in 2035 or earlier.,"Parent strategy: Green transport, aiming for zero carbon emissions from vehicles and the transport sector before 2050 through electrification, new energy transport, and traffic management measures.",standalone parent policy,"the  Hong  Kong Roadmap on Popularisation of Electric Vehicles announced by the Government in 2021 cover various  aspects,  including  ceasing  the  new registration of fuel-propelled and hybrid private cars in 2035 or earlier",Clear regulatory/market access commitment with a specific year.,vehicle_sales_phaseout_ice_and_hybrids → transport_emissions_reduction,"It pursues ceasing new registration of fuel-propelled and hybrid private cars, accelerating a shift to electric cars and lowering transport emissions.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Medium-term target: Set a concrete timetable for adopting new energy public transport,The Government will partner with sectors to test electric and new energy public transport and commercial vehicles and aims to set a more concrete way forward and timetable around 2025; it will review EV charging installation targets around 2025.,"Parent strategy: Green transport, aiming for zero carbon emissions from vehicles and the transport sector before 2050 through electrification, new energy transport, and traffic management measures.",standalone parent policy,"the Government will play an active role  in  developing  new  energy  transport,  and will partner with different sectors in the coming years  to  actively  test  the  technological  and commercial viability of various electric and new energy public transport and commercial vehicles, with a view to setting a more concrete way  forward  and  timetable  in  around  2025.

In  around  2025,  we  will  review  this year's target for the installation of charging facilities",Time-referenced implementation commitment (tests leading to timetable by ~2025; review of charging targets by ~2025).,ev_charging_infrastructure → ev_adoption_enabling,"The Government will partner with different sectors to test electric and new-energy public transport and commercial vehicles and will review charging-facility installation targets, helping enable wider EV adoption and associated transport emissions reductions.",,no,Mitigation,direct
Hong_Kong_China,parent_with_subs,sub,Green Transport,"The Government plans to collaborate with franchised bus companies and stakeholders in the next three years to test hydrogen fuel cell electric buses and heavy vehicles, supported by an interdepartmental working group on hydrogen energy.","Parent strategy: Green transport, aiming for zero carbon emissions from vehicles and the transport sector before 2050 through electrification, new energy transport, and traffic management measures.",standalone parent policy,"Following the release of the Plan, the Government has set up an Interdepartmental  Working  Group  on  the  application  of hydrogen energy in Hong Kong. We plan to collaborate with the franchised bus companies and other stakeholders in the next three years to test out hydrogen fuel cell electric buses and heavy vehicles.",Specific planned trials with a defined timeframe and enabling governance action (working group).,hydrogen_fuel_cell_heavy_vehicle_pilot → transport_emissions_reduction,"The government plans to work with bus companies and stakeholders to test hydrogen fuel cell electric buses and heavy vehicles, supporting a shift away from diesel and lowering transport greenhouse gas emissions.",,no,Mitigation,direct
