policy_statement,verbatim_text,policy_type,parent_policy_name,section_header,sector,extraction_rationale,cluster_id,cluster_type,role,parent_statement,reasoning,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,validation_result,confidence_score,validation_reasoning,final_verdict
Large hotels and shopping malls are required to submit waste data and waste reduction plans.,NEA has also made it mandatory for large hotels and shopping malls to submit waste data and waste reduction plans.,individual,,INITIATIVES TO REDUCE WASTE AND INCREASE EFFICIENCY IN THE WASTE SECTOR,Waste,Binding requirement ('mandatory') for specified entities.,24,individual,individual,,"The verbatim text establishes a binding requirement (“mandatory”) for a defined set of entities (“large hotels and shopping malls”) to submit specific deliverables (“waste data” and “waste reduction plans”). However, it does not specify any measurable outcome target (e.g., % waste reduction) or any deadline/year for submission, so it fails the gold-standard measurability criteria for an individual policy.",No,No,Yes,No,No,No,NON-SOUND,0.4,"Quantifiable target: No—text requires submission of 'waste data' and 'waste reduction plans' but includes no measurable outcome (no % reduction, no tonnage, no compliance rate). Timeline: No—no explicit deadline/date/year is stated for submitting these items. Binding mechanism: Yes—'made it mandatory' indicates an enforceable requirement. Spatial specificity: No—does not state where this applies (no city/country/jurisdiction named in the excerpt). Weak language: No—no 'encourage/promote/explore/aim' phrasing. Strong language: No—while 'mandatory' is strong, the criterion requires strong verbs paired with hard numbers; none are present. Under the STRICT VALID RULE for individual policies, lack of both a timeline and a quantifiable target makes it NON-SOUND despite being mandatory.",False
EMA will work with power generation companies to encourage adoption of more efficient power generation technologies.,The Energy Market Authority (EMA) will work with power generation companies to encourage them to adopt more efficient technologies.,individual,,MORE EFFICIENT POWER GENERATION TECHNOLOGIES,Energy,Explicit government action to drive technology adoption in power generation.,25,individual,individual,,"The statement describes a collaborative/encouragement approach (“will work with… encourage”) but provides no specific, auditable deliverable (e.g., required efficiency standard, % improvement, number of plants upgraded), no deadline/year, and no binding mechanism. As written, it is a qualitative intention rather than a measurable policy commitment, so it fails the strict validity rule.",No,No,No,No,Yes,No,NON-SOUND,0.2,"Quantifiable target: No—verbatim text has no measurable outcome (no %, MW, efficiency threshold, or number of upgrades), only 'adopt more efficient technologies.' Timeline: No—no year/deadline is stated. Binding mechanism: No—no 'require/mandate/standard/regulation' language; it says 'will work with' and 'encourage'. Spatial specificity: No—no defined jurisdiction or coverage (e.g., citywide, national grid, specific plants). Language strength: Weak language detected because it uses 'work with' and 'encourage' without hard targets; no strong/mandatory verbs with numbers. Therefore it fails the strict rule (missing both timeline and quantifiable target; weak language with no binding mechanism) and is NON-SOUND.",False
Singapore plans to raise solar power adoption to 350 MWp by 2020 (about 5% of peak electricity demand).,"Singapore plans to raise the adoption of solar power in our system to 350MWp by 2020, representing about 5 per cent of peak electricity demand.",individual,,INCREASING RENEWABLE ENERGY: SOLAR PHOTOVOLTAIC (PV) SYSTEMS,Energy,Quantified renewable energy deployment target with a deadline (2020).,26,individual,individual,,"The statement is a specific, auditable deployment target for solar capacity (350 MWp) with a clear deadline (by 2020). It is measurable and time-bound, but the verb “plans to raise” suggests intent rather than a legally binding mandate; still, the strict rule can be met because it has both a quantifiable target and timeline, and weak language is not dominant “encourage/explore” language.",Yes,Yes,No,Yes,Yes,No,VALID,0.82,"Quantifiable target: ""to 350MWp"" is a measurable capacity target. Timeline: ""by 2020"" is an explicit deadline. Binding mechanism: no ordinance/requirement is stated; it says ""plans to raise"", so binding authority is not evidenced. Spatial specificity: applies to ""in our system"" (Singapore’s power system), i.e., Singapore-wide. Weak language: ""plans to raise"" indicates intent rather than a requirement. Strong language: no mandate/require/shall-type wording appears, only a plan. STRICT VALID RULE: (1) Auditable commitment is present (achieve 350MWp solar adoption). (2) Gold standard satisfied (timeline Yes + quantifiable target Yes). (3) Language strength criterion satisfied because weak language is present but not purely performative, and the target is concrete; despite no binding mechanism, the measurable, time-bound deliverable supports VALID under the rule.",True
"Singapore will invest in research in solar forecasting, energy storage, and smart grids to support an increasing share of intermittent solar generation.","To support an increasing share of intermittent electricity generation, Singapore will invest in research efforts in solar forecasting, energy storage, and smart grids.",individual,,INCREASING RENEWABLE ENERGY: SOLAR PHOTOVOLTAIC (PV) SYSTEMS,Energy,Explicit commitment to invest in specified supporting technologies.,27,individual,individual,,"The statement commits to “invest in research efforts” in several areas, but it does not specify any measurable outcome (e.g., MW enabled, % solar integration, number of projects) or any deadline/year. It is also not clearly binding/enforceable (no mandate/ordinance/regulation). Therefore it fails the strict “individual policy” validity rule requiring both a quantifiable target and a timeline, and it uses weak, non-auditable investment language.",No,No,No,Yes,Yes,No,NON-SOUND,0.35,"Quantifiable target: No — the text says only ""will invest in research efforts"" with no numeric outcome/metric. Timeline: No — no year/deadline is provided. Binding mechanism: No — no enforceable instrument (law/mandate/standard) is mentioned; it is an intention to invest. Spatial specificity: Yes — explicitly applies to ""Singapore"". Weak language: Yes — ""will invest in research efforts"" indicates support/process rather than an auditable deliverable. Strong language: No — no requirement/mandate paired with hard numbers. Under the strict rule, lack of both timeline and quantifiable target makes it NON-SOUND.",False
SolarNova will aggregate solar demand across government agencies; HDB will call solar leasing tenders of around 30–50 MW approximately every 9–12 months on behalf of agencies.,"The SolarNova programme led by EDB and HDB promotes and aggregates solar demand across government agencies.

HDB will structure and call for solar leasing tenders of around 30 to 50MW approximately every nine to 12 months on behalf of various government agencies.",individual,,SOLARNOVA,Energy,Named programme with a concrete procurement approach and cadence/size for tenders.,28,individual,individual,,"This is a concrete procurement action (regular solar leasing tenders) with a quantifiable tender size (30–50 MW) and a cadence (every 9–12 months), but it lacks an explicit deadline/year or end-state target (e.g., total MW by a certain year). Under the strict rule for individual policies, missing an explicit timeline forces a NON-SOUND rating and caps confidence.",Yes,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: Yes — the text specifies tender sizes: ""solar leasing tenders of around 30 to 50MW"". Timeline: No — it gives a cadence (""approximately every nine to 12 months"") but no explicit deadline/year such as ""by 2030"". Binding mechanism: No — the text describes program actions (""promotes and aggregates""; ""will structure and call"") but does not cite an enforceable mandate/ordinance/regulation. Spatial specificity: Yes — scope is defined as ""across government agencies"" / ""on behalf of various government agencies"" (application context). Weak language: Yes — ""promotes"" indicates non-binding encouragement. Strong language: No — although ""will structure and call"" is action-oriented, it is not paired with a hard compliance requirement and does not set an auditable outcome by a date. Therefore the STRICT VALID RULE fails because has_timeline='No' (and weak language is present without binding mechanism).",False
PUB and EDB are test-bedding a floating solar PV system on Tengeh Reservoir costing S$11 million to generate up to 3.3 GWh/year.,"PUB and EDB are test-bedding a floating solar PV system on Tengeh Reservoir which can generate up to 3.3GWh of electricity per annum, equivalent to the average annual energy consumption of 750 HDB households. At a cost of $11 million, the project will also assess the impact of solar PV deployment on reservoir evaporation, biodiversity and water quality.",individual,,FLOATING SOLAR PV,Energy,Specific government-supported project with committed budget and quantified generation.,29,individual,individual,,"This is a concrete project (floating solar PV test-bed) with a quantified expected electricity generation (“up to 3.3 GWh per annum”) and a clear location (“Tengeh Reservoir”). However, it lacks an explicit deadline/year for completion or operation, and the phrasing “test-bedding” plus “can generate up to” indicates a pilot/assessment with some uncertainty rather than a binding, time-bound delivery. Under the strict rule for individual policies, missing a timeline makes it NON-SOUND and caps confidence.",Yes,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: Yes — ""can generate up to 3.3GWh of electricity per annum"" provides a measurable outcome (annual generation). Timeline: No — no explicit year/deadline (e.g., ""by 2028"") is stated. Binding mechanism: No — the text describes a pilot project but does not cite an enforceable mandate/ordinance/requirement; wording is ""are test-bedding"" and ""will also assess"". Spatial specificity: Yes — ""on Tengeh Reservoir"" specifies where it applies. Weak language: Yes — ""test-bedding"" and ""can generate up to"" indicate exploratory/conditional implementation; ""assess the impact"" is process-oriented. Strong language: No — there are no mandate/require/achieve statements tied to hard required numbers. Strict VALID RULE fails because has_timeline='No' (gold standard not met), therefore overall is NON-SOUND; confidence capped at 0.4 per rubric.",False
"PUB plans to install more solar PV at Changi WRP, Bedok Waterworks and WaterHub by 2017 and has commenced a feasibility study on solar PV potential at reservoirs and facilities.","PUB has installed them at Choa Chu Kang Waterworks, and plans to install more at Changi Water Reclamation Plant, and Bedok Waterworks and WaterHub by 2017. PUB has also commenced a feasibility study to determine the solar PV deployment potential at its reservoirs and facilities.",individual,,INCREASING RENEWABLE ENERGY: SOLAR PHOTOVOLTAIC (PV) SYSTEMS,Energy,Time-bound deployment plan (by 2017) plus a committed feasibility study to guide future deployment.,30,individual,individual,,"The statement includes a specific action (install more solar PV at named facilities) and an explicit deadline (“by 2017”), making it time-bound and more than purely aspirational. However, it lacks any quantifiable outcome (e.g., MW installed, kWh generated, % of demand covered, number of systems) and partly relies on a feasibility study, which is a process activity. Because the strict rule for an individual policy requires both a timeline and a quantifiable target, it is NON-SOUND despite the deadline.",No,Yes,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No — the text says only 'plans to install more' solar PV, with no measurable amount (no MW, kWp, number of panels, or generation output). Timeline: Yes — explicit deadline 'by 2017'. Binding mechanism: No — no ordinance/mandate/requirement language; it states 'plans' and 'commenced a feasibility study'. Spatial specificity: Yes — specifies locations 'Changi Water Reclamation Plant, ... Bedok Waterworks and WaterHub' and mentions 'reservoirs and facilities'. Weak language: Yes — 'plans to install more' and 'commenced a feasibility study' indicate intent/process without measurable deliverable. Strong language: No — no 'require/mandate/achieve' with hard numbers. STRICT VALID RULE fails because has_quantifiable_target='No' (and also weak language without binding mechanism).",False
NEA will work with developers of new waste-to-energy plants to harness new technologies that optimise resource and energy recovery.,NEA will work with companies developing new WTE plants to help them harness new technologies that optimise resource and energy recovery.,individual,,INCREASING EFFICIENCY OF WASTE-TO-ENERGY PLANTS,Waste,Explicit government action to drive adoption of higher-efficiency WTE technologies.,31,individual,individual,,"The statement describes a collaborative intent (“will work with…to help them harness…”) but does not specify any measurable outcome (e.g., efficiency %, MWh generated, waste diversion rate) or any deadline/year. It also lacks a binding instrument (no mandate/requirement). Therefore it fails the strict rule for an individual policy and is not auditable/measurable.",No,No,No,No,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text only says ""help them harness new technologies"" and ""optimise resource and energy recovery"" with no numbers or measurable outcome.
Timeline: No—no date/deadline/year is stated.
Binding mechanism: No—no ordinance/mandate/requirement; it is framed as collaboration (""will work with companies"").
Spatial specificity: No—no defined geography/scope is stated.
Weak language: Yes—""will work with"" and ""help"" indicate intent/support without enforceable delivery.
Strong language: No—no ""require/mandate"" language paired with hard targets.
STRICT VALID RULE: Fails because has_timeline='No' and has_quantifiable_target='No', and the commitment is not auditable.",False
"Singapore will build an Integrated Waste Management Facility (IWMF) to be completed in 2024, co-located with Tuas Water Reclamation Plant to optimise efficiency and energy/resource recovery.","NEA will also maximise resource and energy recovery in its new Integrated Waste Management Facility (IWMF), which will be completed in 2024. It will be co-located with PUB's Tuas Water Reclamation Plant to further optimise efficiency.",individual,,INCREASING EFFICIENCY OF WASTE-TO-ENERGY PLANTS,Waste,Concrete infrastructure project with a completion year and stated integration/efficiency purpose.,32,individual,individual,,"The verbatim text commits to delivering a specific facility (IWMF) and provides a clear completion year (2024), making it an auditable infrastructure commitment. However, it does not state any measurable performance or outcome target (e.g., tonnes of waste treated, % energy recovered, emissions reduced). Therefore it fails the strict “gold standard” requirement (timeline + quantifiable target) and is NON-SOUND under the rubric, despite being a concrete project.",No,Yes,No,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No—text states it will ""maximise resource and energy recovery"" but provides no numeric outcome (no % recovery, capacity, or emissions/energy figures). Timeline: Yes—""will be completed in 2024."" Binding mechanism: No—no ordinance/regulation/mandate language; phrased as an agency plan (""NEA will...""). Spatial specificity: Yes—specific site given: ""co-located with PUB's Tuas Water Reclamation Plant."" Weak language: No—does not use 'encourage/aim/explore'; it states 'will'. Strong language: No—no hard numbers tied to required actions beyond the completion year. STRICT VALID RULE: Fails because has_quantifiable_target='No' (gold standard not met), so overall NON-SOUND.",False
"Under the RIE2020 Plan, S$0.9 billion will be invested in Urban Solutions and Sustainability from 2016–2020.","Under the National Research Foundation's (NRF) Research, Innovation, and Enterprise (RIE) 2020 Plan, $0.9 billion will be invested in the Urban Solutions and Sustainability domain from 2016 to 2020 to tackle Singapore's energy, water, land, and liveability challenges.",individual,,"INVESTING IN RESEARCH, DEVELOPMENT AND DEMONSTRATION (RD&D)",Cross-sectoral,Explicit public investment commitment with amount and timeframe.,33,individual,individual,,"This is a budgetary investment commitment with a clear timeframe (2016–2020) and amount, but it does not specify a measurable climate/outcome target (e.g., emissions reduced, MW installed, efficiency gains) or an auditable deliverable beyond spending. It also lacks a binding regulatory mechanism; it is framed as investment “to tackle challenges,” which is directional rather than outcome-quantified. Under the strict rule for individual policies, missing a quantifiable outcome target makes it NON-SOUND.",No,Yes,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No. The text specifies only an input budget: ""$0.9 billion will be invested"" and does not state any measurable outcome (no % reduction, no MW, no units, etc.). Timeline: Yes. It specifies ""from 2016 to 2020"". Binding mechanism: No. The passage describes a plan/investment but does not indicate an enforceable mandate/requirement/ordinance. Spatial specificity: Yes. It is explicitly about ""Singapore's"" challenges. Weak language: Yes. The purpose clause is framed as ""to tackle Singapore's ... challenges,"" which signals intent without a hard outcome target. Strong language: No. While ""will be invested"" is definite, it is not paired with a quantified outcome deliverable. Because the policy lacks a quantifiable outcome target, it fails the gold-standard requirement (timeline + quantifiable target) and is therefore NON-SOUND.",False
The Energy National Innovation Challenge set aside S$300 million (2011–2015) to develop and deploy cost-competitive energy solutions.,"The Energy National Innovation Challenge (ENIC) was established in 2011 to develop and deploy cost-competitive energy solutions within 20 years that would improve Singapore's energy efficiency, reduce carbon emissions, and broaden our energy options. Funding of $300 million was set aside between 201 1 and 2015 for such solutions, covering areas such as green buildings, green data centres, energy storage, and waste-to-energy.",individual,,"RESEARCH, INNOVATION, AND ENTERPRISE 2020",Cross-sectoral,Named programme with specified funding amount and period.,34,individual,individual,,"This is a funded programme (S$300m, 2011–2015) to support R&D/deployment of “cost-competitive energy solutions.” While it includes a funding window and a broad intention to improve efficiency/reduce emissions, it does not state a measurable outcome target (e.g., % emissions reduction, energy saved, MW installed) nor an explicit deadline tied to an auditable deliverable. The “within 20 years” phrasing is vague (no end-year stated) and reads more like an aspirational horizon than a firm deadline. Therefore it fails the strict “individual policy” validity rule.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No. The text provides only an input (""Funding of $300 million was set aside"") and general aims (""improve Singapore's energy efficiency, reduce carbon emissions"") without any measurable outcome (no %, MW, tCO2e, number of retrofits, etc.). Timeline: No. It says ""established in 2011"" and funding ""between 2011 and 2015"" but does not give an explicit deadline for an outcome; ""within 20 years"" is a vague horizon without a specific end year. Binding mechanism: No. The text describes a programme being established and funds set aside, but no mandate/requirement/regulated standard. Spatial specificity: Yes, it is explicitly national in scope (""Singapore's energy efficiency""). Weak language: Yes—""to develop and deploy"" and ""would improve"" indicate intent without a hard, auditable target. Strong language: No—no required action with hard numbers. Under the strict rule, lacking both an explicit outcome target and an explicit deadline makes it NON-SOUND.",False
"Land Transport Master Plan: Singapore will expand rail network to 360 km by 2030 and add more than 120 trains, increasing total fleet size by more than 40%.","By 2030, the rail network will be 360km, and will be comparable in rail density with developed cities like London, New York and Tokyo. More than 120 trains will also be added to existing train lines, increasing the total fleet size by more than 40 per cent.",individual,,Encouraging Public Transport Use,Transport,Quantified infrastructure expansion commitments with timeframe (2030) and fleet increase.,35,individual,individual,,"The statement is an actionable, auditable infrastructure commitment in the transport sector. The verbatim text contains an explicit deadline (“By 2030”) and multiple measurable outcomes (rail network length to “360km”; “More than 120 trains” added; fleet size increase “by more than 40 per cent”). The language is strong (“will be”, “will also be added”) rather than aspirational. Spatial specificity is implicit to Singapore’s rail network (national scope), which is sufficient for “where it applies.”",Yes,Yes,No,Yes,No,Yes,VALID,0.9,"Quantifiable targets: the text specifies measurable outcomes: ""the rail network will be 360km"" and ""More than 120 trains will also be added"" and ""increasing the total fleet size by more than 40 per cent."" Timeline: explicit deadline given as ""By 2030"". Binding mechanism: no explicit ordinance/mandate/regulatory code is cited; it is a plan commitment, so marked No. Spatial specificity: applies to Singapore’s rail network (national/city-state scope) as indicated by context and the statement about rail density comparisons; thus it is location-specific. Weak language: none detected; phrasing is definitive (""will be"", ""will also be added""). Strong language: yes, definitive verbs with hard numbers (""will be 360km"", ""More than 120 trains"", ""more than 40 per cent""). Meets STRICT VALID RULE: auditable deliverables + has_timeline=Yes and has_quantifiable_target=Yes; weak_language=No so language-strength criterion satisfied even without binding mechanism.",True
"Bus Service Enhancement Programme aims to grow the public bus fleet by 1,000 buses (about 25%) by 2017.","The Bus Service Enhancement Programme, launched in 2012, aims to grow the public bus fleet by 1,000 buses or about 25 per cent by 2017 .",individual,,Encouraging Public Transport Use,Transport,Quantified target with a deadline (by 2017).,36,individual,individual,,"The verbatim text states a concrete, auditable deliverable (increase the public bus fleet by 1,000 buses / ~25%) and includes a clear timeline (“by 2017”). The commitment is phrased as an “aims to” program target (somewhat weak language), but it is still measurable and time-bound; there is no explicit binding mechanism described in the excerpt. Spatial scope is implied to be the jurisdiction’s “public bus fleet” but no explicit geographic qualifier is stated.",Yes,Yes,No,No,Yes,No,NON-SOUND,0.78,"Quantifiable target: Yes — ""grow the public bus fleet by 1,000 buses or about 25 per cent"" provides a measurable outcome. Timeline: Yes — ""by 2017"" is an explicit deadline. Binding mechanism: No — the excerpt describes a programme ""launched in 2012"" but does not cite an ordinance/mandate/regulation or enforcement. Spatial specificity: No — it refers to ""the public bus fleet"" but does not specify a location such as citywide/region/neighborhoods. Weak language: Yes — uses ""aims to grow"" rather than ""will/shall/require"". Strong language: No — no mandatory verbs (e.g., require/mandate) are present. STRICT VALID RULE fails because weak_language_detected='Yes' and has_binding_mechanism='No' (even though the target and timeline are present).",False
Singapore will quadruple sheltered walkways from 56 km to 200 km by 2018; expand cycling paths to more than 700 km by 2030; and require private developers (from July 2016) to consider pedestrians’ and cyclists’ needs in development plans.,"To facilitate walking and cycling, our sheltered walkway network will be quadrupled from the existing 56km to 200km by 2018. Cycling paths will double from 355km in 2015 to more than 700km by 2030.

From July 2016, LTA and the Urban Redevelopment Authority (URA) will require private developers to consider the safety, convenience, and accessibility needs of pedestrians and cyclists in their development plans.",individual,,Encouraging Public Transport Use,Transport,Multiple quantified infrastructure targets plus a dated regulatory requirement (from July 2016).,37,individual,individual,,"The statement is an actionable, measurable transport policy package. The verbatim text specifies two infrastructure expansion outcomes with clear baselines and deadlines (200 km sheltered walkways by 2018; >700 km cycling paths by 2030) and adds a binding regulatory requirement effective July 2016 for private developers to account for pedestrian/cyclist needs in development plans. This satisfies the strict criteria (quantifiable targets + timelines, and strong language with an explicit requirement).",Yes,Yes,Yes,No,No,Yes,VALID,0.92,"Quantifiable targets: (1) ""sheltered walkway network will be quadrupled from the existing 56km to 200km"" and (2) ""Cycling paths will double from 355km in 2015 to more than 700km"" provide measurable outcomes in km with baselines. Timeline: explicit deadlines ""by 2018"" and ""by 2030"" are stated, and an effective date ""From July 2016"" is provided for the developer requirement. Binding mechanism: enforceable language appears in ""LTA and the Urban Redevelopment Authority (URA) will require private developers to consider..."" indicating a mandate on developers. Spatial specificity: the excerpt does not explicitly state a jurisdictional scope like ""Singapore"" or ""nationwide"" within the verbatim text itself (it implies it via agencies, but not explicitly), so marked No. Weak language: no purely aspirational verbs (e.g., encourage/explore/aim) are used; instead it uses ""will be"" and ""will require"" with hard numbers. Strong language: ""will be quadrupled"" and ""will require"" paired with numeric targets and dates indicates strong, auditable commitments. Therefore the policy meets the strict valid rule (timeline Yes + quantifiable target Yes, and no weak language / binding mechanism present).",True
Seven new integrated transport hubs will be built by 2023.,Seven new integrated transport hubs will be built by 2023 to make it convenient for people to access different transport modes and to enjoy shopping and lifestyle services at the same location.,individual,,Encouraging Public Transport Use,Transport,Concrete infrastructure commitment with deadline (2023).,38,individual,individual,,"The statement commits to delivering a specific number of transport hubs (“Seven”) and includes a clear deadline (“by 2023”). It is an auditable infrastructure outcome (not just a study or aspiration), applies implicitly jurisdiction-wide (not a specific neighborhood), and uses strong delivery language (“will be built”).",Yes,Yes,No,No,No,Yes,VALID,0.86,"Quantifiable target: ""Seven new integrated transport hubs"" specifies a measurable output (7 hubs) -> Yes. Timeline: ""by 2023"" provides an explicit deadline -> Yes. Binding mechanism: no explicit ordinance/mandate/regulation or legally enforceable instrument is named; it is a commitment statement only -> No. Spatial specificity: no location or jurisdictional scope (e.g., citywide, specific districts) is stated -> No. Weak language: no terms like ""encourage"", ""explore"", ""aim"" appear -> No. Strong language: ""will be built"" indicates firm delivery intent tied to a hard number and date -> Yes. STRICT VALID RULE: auditable commitment satisfied (build 7 hubs); gold standard satisfied (timeline Yes + quantifiable target Yes); language strength satisfied (weak language No) -> VALID.",True
These measures aim to increase public transport mode share during morning peak hours to 75% by 2030 and 85% by 2050.,"These measures collectively aim to increase the use of public transport as a share of overall transport during morning peak hours from 66 per cent in 2015 to 75 per cent by 2030. By 2050, the aim is to further increase this share to 85 per cent.",individual,,Encouraging Public Transport Use,Transport,"Quantified mode share targets with time horizons (2030, 2050).",39,individual,individual,,"The statement is measurable and time-bound: it specifies public transport mode share targets (75% by 2030; 85% by 2050) for morning peak hours, making it auditable. However, the wording uses “aim,” which is weak/non-binding language and there is no explicit binding mechanism described (e.g., mandate, ordinance). Under the strict rule, it still qualifies as VALID because it has both a quantifiable target and a timeline, and weak language is acceptable when the gold-standard measurability criteria are met (though confidence is moderated due to lack of enforceability details).",Yes,Yes,No,No,Yes,No,VALID,0.82,"Quantifiable target: Yes — specifies mode share values: ""75 per cent by 2030"" and ""85 per cent"" (by 2050). Timeline: Yes — explicit deadlines ""by 2030"" and ""By 2050"". Binding mechanism: No — text only says ""aim"" and does not reference a requirement/mandate/regulation. Spatial specificity: No — no location/jurisdiction stated (only ""during morning peak hours""). Weak language: Yes — ""collectively aim to increase"" and ""the aim is"" indicate aspiration rather than obligation. Strong language: No — no mandatory verbs (e.g., require/mandate) accompany the targets. STRICT VALID RULE: Passes because it is an auditable commitment with both timeline and quantifiable targets; despite weak language, the commitment remains measurable.",True
"By 2030, every HDB town will have a dedicated cycling network.","By 2030, every HDB town will have a dedicated cycling network.",individual,,Encouraging Public Transport Use,Transport,Time-bound infrastructure commitment.,40,individual,individual,,"The statement is an auditable infrastructure commitment with a clear deadline (“By 2030”) and a measurable, checkable outcome (“every HDB town will have a dedicated cycling network”). It is spatially specific to HDB towns and uses strong commitment language (“will have”), implying a firm deliverable rather than an aspiration.",Yes,Yes,No,Yes,No,Yes,VALID,0.83,"Quantifiable target: ""every HDB town will have a dedicated cycling network"" provides a measurable coverage outcome (all HDB towns). Timeline: ""By 2030"" is an explicit deadline. Binding mechanism: no ordinance/mandate/code or enforcement instrument is cited; it is a commitment statement only. Spatial specificity: applies to ""every HDB town"" (defined place category). Weak language: none of ""encourage/promote/explore/aim""; uses definitive ""will have"". Strong language: ""will have"" + universal coverage target (""every"") indicates a hard commitment. Strict valid rule: meets gold standard (timeline Yes + quantifiable target Yes) and has no weak language, so VALID.",True
"Electric Vehicle Pilot Programme (Phase 2) will trial EVs for fleet operations and introduce up to 1,000 EVs and up to 2,000 charging kiosks island-wide.","In the second phase, the use of EVs will be trialled for fleet-based operations. An EV car-sharing pilot programme for this phase will introduce as many as 1,000 EVs and an island-wide charging infrastructure comprising up to 2,000 charging kiosks to support the eventual proliferation of EVs.",individual,,Electric Vehicle (EV) Pilot Programme (Phase 2),Transport,Specific programme with quantified deployment of vehicles and charging infrastructure.,41,individual,individual,,"The statement describes a concrete pilot programme with measurable deployment numbers (“as many as 1,000 EVs” and “up to 2,000 charging kiosks”) and specifies spatial scope (“island-wide”). However, it lacks any explicit deadline/year for delivery, and the language is framed as a trial/pilot with non-binding, non-committal caps (“will be trialled”, “as many as”, “up to”), so it fails the strict requirement of having both a timeline and a quantifiable target.",Yes,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: Yes — specifies quantities: “introduce as many as 1,000 EVs” and “comprising up to 2,000 charging kiosks”. Timeline: No — no explicit year/deadline is stated (only “In the second phase”). Binding mechanism: No — no ordinance/mandate/requirement is described; it is a pilot (“will be trialled”). Spatial specificity: Yes — “island-wide charging infrastructure”. Weak language: Yes — “will be trialled”, “pilot programme”, “as many as”, “up to”, and “eventual proliferation” indicate exploratory/non-committal intent. Strong language: No — no enforceable verbs tied to hard requirements; quantities are framed as maxima rather than commitments. Because has_timeline='No', it fails the gold standard rule (timeline + quantifiable target) and is NON-SOUND under the strict criteria for individual policies.",False
"Carbon Emissions-based Vehicle Scheme (CEVS) provides rebates for low-emission cars/taxis and surcharges for high-emission vehicles, and will be reviewed in 2017.","Under the CEVS, these vehicles are divided into categories based on their CO 2 /km performance. Low-emission cars are given incentives, while high-emission cars incur a penalty in the form of a registration surcharge.

The CEVS will be reviewed in 2017.",individual,,ENCOURAGING THE SHIFT TO MORE EFFICIENT VEHICLES,Transport,Describes an implemented policy instrument (rebate/surcharge) with a specified review year.,42,individual,individual,,"The statement describes an operational policy instrument (incentives for low-emission vehicles and penalties via registration surcharge for high-emission vehicles). However, the verbatim text does not specify any measurable outcome target (e.g., emissions reduction, number/share of vehicles affected, CO₂ thresholds for categories) and only includes a review year (“reviewed in 2017”), which is not a delivery deadline for an outcome. Because it lacks a quantifiable target, it fails the strict “gold standard” requirement for an individual policy.",No,Yes,No,No,No,No,NON-SOUND,0.4,"Quantifiable target: No — the text describes categorization by 'CO2/km performance' and that 'Low-emission cars are given incentives, while high-emission cars incur a penalty', but provides no numeric thresholds, adoption targets, or emissions-reduction outcomes. Timeline: Yes — 'The CEVS will be reviewed in 2017.' Binding mechanism: No — it mentions 'incentives' and a 'registration surcharge' but does not cite an ordinance/mandate/regulation establishing enforceability. Spatial specificity: No — no jurisdictional scope is stated in the excerpt. Weak language: No — not framed as 'encourage/aim/explore'; it describes what the scheme does. Strong language: No — no hard numbers or required outcomes are stated. STRICT VALID RULE fails because has_quantifiable_target != 'Yes' (gold standard not met), therefore NON-SOUND; confidence capped at 0.4 due to missing quantifiable target.",False
"Public sector sustainability: every ministry must appoint a sustainability manager and set sustainability targets for 2020, with progress published every three years.",Every ministry is required to appoint a sustainability manager and set sustainability targets for 2020 in areas ranging from resource management to green procurement. Progress will be published in a Public Sector Sustainability Report every three years.,individual,,PUBLIC SECTOR LEADING BY EXAMPLE,Cross-sectoral,Binding requirement across government ministries plus reporting cadence.,43,individual,individual,,"The verbatim text contains binding language (“required”) and a clear administrative deliverable (appoint a sustainability manager) plus a reporting cadence (“published… every three years”). It also includes a specific year (“for 2020”), satisfying timeline. However, it does not include any measurable outcome target (e.g., % reductions, quantities, coverage) — it only says ministries must “set sustainability targets,” without specifying what those targets are. Under the strict rule for individual policies, lacking a quantifiable target makes it NON-SOUND and caps confidence.",No,Yes,Yes,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No — the text says ministries must 'set sustainability targets for 2020' but provides no measurable outcomes (no %, quantities, or thresholds).
Timeline: Yes — explicit year 'for 2020' and reporting cadence 'every three years.'
Binding mechanism: Yes — 'Every ministry is required to appoint a sustainability manager and set sustainability targets...'
Spatial specificity: Yes — applies to 'Every ministry' (public sector ministries scope).
Weak language: No — the core obligation uses 'required' rather than 'encourage/promote/explore.'
Strong language: No — although 'required' is strong, the criterion here requires strong verbs paired with hard numbers; there are no hard numeric outcome targets.
STRICT VALID RULE check: Fails because has_quantifiable_target='No' (gold standard requires both timeline and quantifiable target). Therefore NON-SOUND. Confidence capped at 0.4 due to missing quantifiable target.",False
