policy_id,row_key,source_bundle_key,role,parent_statement,parent_row_type,policy_statement,primary_category,secondary_categories,typology_code,trace_path,atom_id,parent_row_id,is_atomized_row,is_decomposed,source_bundle_policy_statement,validation_inherited_from_bundle,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
076,Helsinki_Finland::a899bb8fc9f74f5885dc9abd,Helsinki_Finland::a899bb8fc9f74f5885dc9abd,sub,Key actions related to new energy solutions.,structural header,Assess geothermal well space allocation needs in the Underground Master Plan and mediate between builders and Helen on regional energy/hybrid solutions to promote adoption.,Mitigation,,,policy_traces/076_Assess_geothermal_well_space_allocation_needs_in_the_Undergr.json,,,False,False,,,,,,,,
077,Helsinki_Finland::5d4d2c13a1bcb461d14c5c28,Helsinki_Finland::5d4d2c13a1bcb461d14c5c28,sub,Key actions related to new energy solutions.,structural header,Survey areas suitable for geo-energy (geothermal heating potential survey).,Mitigation,,,policy_traces/077_Survey_areas_suitable_for_geo_energy_geothermal_heating_pote.json,,,False,False,,,keep,0.88,True,,,False
078,Helsinki_Finland::c04faf0719186ffd74ab855f,Helsinki_Finland::c04faf0719186ffd74ab855f,sub,Key actions related to new energy solutions.,structural header,"Examine opportunities to recover and utilise landfill gases from closed landfills in the Helsinki area, building on past surveys and reports.",Mitigation,,,policy_traces/078_Examine_opportunities_to_recover_and_utilise_landfill_gases_.json,,,False,False,,,,,,,,
079,Helsinki_Finland::b6fbc796f280d67942604b2d,Helsinki_Finland::b6fbc796f280d67942604b2d,sub,Key actions related to education.,structural header,Strengthen climate change mitigation and circular economy skills in school curricula and schoolwork and expand teachers' knowledge (2017–2021).,Mitigation,,,policy_traces/079_Strengthen_climate_change_mitigation_and_circular_economy_sk.json,,,False,False,,,,,,,,
080,Helsinki_Finland::bd720cb9465c134259c72992,Helsinki_Finland::bd720cb9465c134259c72992,sub,Key actions related to education.,structural header,"Offer educational institutions internships in Smart & Clean, join joint development projects, and support institutions/campuses in adopting low-carbon solutions.",Mitigation,,,policy_traces/080_Offer_educational_institutions_internships_in_Smart_Clean_jo.json,,,False,False,,,,,,,,
081,Helsinki_Finland::b58f5090d19b06555a6ce6ae,Helsinki_Finland::b58f5090d19b06555a6ce6ae,sub,Key actions related to education.,structural header,Increase environmental education in early childhood education and schools.,Adaptation,,,policy_traces/081_Increase_environmental_education_in_early_childhood_educatio.json,,,False,False,,,reclassify,0.66,,Mitigation,True,False
082,Helsinki_Finland::af1289c8df96696be4d8f42d,Helsinki_Finland::af1289c8df96696be4d8f42d,sub,Key actions related to education.,structural header,"Organise courses and education on climate change mitigation and adaptation, circular economy and sharing economy for City employees, representatives and residents.",Adaptation,,,policy_traces/082_Organise_courses_and_education_on_climate_change_mitigation_.json,,,False,False,,,,,,,,
083,Helsinki_Finland::f341ee3652e9fe573f1756de,Helsinki_Finland::f341ee3652e9fe573f1756de,sub,Key actions related to education.,structural header,Promote urban agriculture by crowdsourcing a survey of suitable spaces and defining criteria and rules for their use.,Adaptation,,,policy_traces/083_Promote_urban_agriculture_by_crowdsourcing_a_survey_of_suita.json,,,False,False,,,,,,,,
085,Helsinki_Finland::aaa7ad7a79cba27e265f9a99,Helsinki_Finland::aaa7ad7a79cba27e265f9a99,sub,Key actions related to consumption and waste management.,structural header,Develop recipes to reduce emissions from City food services and protect the Baltic Sea.,Mitigation,,,policy_traces/085_Develop_recipes_to_reduce_emissions_from_City_food_services_.json,,,False,False,,,,,,,,
086,Helsinki_Finland::be84d8807c5c97d4704b51fa,Helsinki_Finland::be84d8807c5c97d4704b51fa,sub,Key actions related to consumption and waste management.,structural header,Increase the proportion of vegetarian meals in schools and day care centres.,Mitigation,,,policy_traces/086_Increase_the_proportion_of_vegetarian_meals_in_schools_and_d.json,,,False,False,,,,,,,,
087,Helsinki_Finland::b7f00547dafff35bdb92baac,Helsinki_Finland::b7f00547dafff35bdb92baac,sub,Key actions related to consumption and waste management.,structural header,"Reduce food waste in Service Centre, Palmia and other stakeholder operations through monitoring consumption, campaigns, process efficiency and rationalising product selection/pack sizes.",Mitigation,,,policy_traces/087_Reduce_food_waste_in_Service_Centre_Palmia_and_other_stakeho.json,,,False,False,,,,,,,,
088,Helsinki_Finland::716610f75341119d175af1b9,Helsinki_Finland::716610f75341119d175af1b9,sub,Key actions related to consumption and waste management.,structural header,"Examine opportunities for low-emission food transport (e.g., climate-friendly long-life packaging; more efficient deliveries).",Mitigation,,,policy_traces/088_Examine_opportunities_for_low_emission_food_transport_eg_cli.json,,,False,False,,,,,,,,
089,Helsinki_Finland::7fa0f656c8972dda0c754024,Helsinki_Finland::7fa0f656c8972dda0c754024,sub,Key actions related to consumption and waste management.,structural header,"Increase collaboration with grocery shops to reduce food waste, including transferring excess food to community initiatives and institutions (e.g., Shared Table).",Mitigation,,,policy_traces/089_Increase_collaboration_with_grocery_shops_to_reduce_food_was.json,,,False,False,,,,,,,,
090,Helsinki_Finland::39a97df9977019cd72ff8bf1,Helsinki_Finland::39a97df9977019cd72ff8bf1,sub,Key actions related to consumption and waste management.,structural header,"Update environmental criteria for events, encourage use of the EcoCompass environmental management system, and develop tools to measure CO2 emissions of events.",Mitigation,,,policy_traces/090_Update_environmental_criteria_for_events_encourage_use_of_th.json,,,False,False,,,,,,,,
